order_id,customer_id,province,amount,status,order_date,source_file,load_time
174,CUS016,HCM,2656761,Pending,2026-04-15,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
19,CUS036,CanTho,2254036,pending,2026-08-18,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
9,CUS041,CanTho,3083614,Pending,2026-01-18,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
26,CUS047,DaNang,4249220,Cancelled,2026-08-22,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
128,CUS047,CanTho,2315615,Pending,2026-07-18,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
129,CUS031,HaiPhong,3703863,Cancelled,2026-03-10,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
83,CUS017,Hanoi,3707915,Success,2026-06-25,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
48,CUS014,HaiPhong,541869,SUCCESS,2026-04-10,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
233,CUS050,CanTho,-50000,SUCCESS,2026-04-21,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
36,CUS005,DaNang,226448,PENDING,2026-05-31,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
78,CUS022,DaNang,632343,failed,2026-03-31,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
35,CUS024,HaiPhong,4391740,SUCCESS,2026-02-27,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
194,CUS002,Hanoi,2771051,cancelled,2026-04-02,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
170,CUS033,Hanoi,4601604,SUCCESS,2026-02-18,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
104,CUS035,Hanoi,1210765,success,2026-06-27,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
133,CUS017,DaNang,2395945,Failed,2026-08-14,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
112,CUS035,Hanoi,3355281,Pending,2026-01-07,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
61,CUS005,HCM,3149817,success,2026-08-02,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
100,CUS047,CanTho,3629760,Cancelled,2026-04-25,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
226,CUS031,HaiPhong,-1,Success,2026-01-28,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
76,CUS003,HaiPhong,1915909,success,2026-03-31,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
166,CUS041,HaiPhong,815396,success,2026-03-27,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
,CUS018,HCM,1140453,Success,2026-03-06,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
141,CUS049,HCM,1656762,success,2026-03-12,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
215,CUS044,DaNang,4953645,Success,2026-08-29,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
142,CUS047,CanTho,4450973,PENDING,2026-08-02,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
92,CUS043,CanTho,2861762,SUCCESS,2026-06-22,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
155,CUS031,DaNang,323802,Success,2026-03-14,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
126,CUS033,DaNang,156133,cancelled,2026-01-28,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
53,CUS004,CanTho,722023,FAILED,2026-06-02,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
,CUS012,Hanoi,266259,SUCCESS,2026-01-04,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
63,CUS043,Hanoi,1176515,SUCCESS,2026-07-10,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
,CUS005,CanTho,1787761,Success,2026-02-25,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
60,CUS014,CanTho,2274662,success,2026-08-14,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
,CUS022,HCM,1106326,Success,2026-02-22,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
138,CUS031,CanTho,4503695,Success,2026-05-21,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
105,CUS010,HCM,588790,success,2026-05-19,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
159,CUS011,DaNang,4824854,failed,2026-02-01,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
5,CUS018,Hanoi,1389319,pending,2026-03-13,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
220,CUS035,HCM,3310197,Success,2026-09-01,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
50,CUS036,HaiPhong,1348529,SUCCESS,2026-09-05,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
43,CUS042,Hanoi,558455,success,2026-07-24,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
134,CUS018,CanTho,135153,SUCCESS,2026-01-22,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
44,CUS007,HCM,1657174,success,2026-02-05,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
150,CUS036,HaiPhong,1943200,cancelled,2026-04-26,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
118,CUS049,Hanoi,2124362,SUCCESS,2026-06-09,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
11,CUS007,HaiPhong,2381811,success,2026-02-11,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
68,CUS046,HaiPhong,4755227,SUCCESS,2026-08-30,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
101,CUS011,HaiPhong,3825458,SUCCESS,2026-08-04,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
75,CUS016,DaNang,1385448,CANCELLED,2026-04-08,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
,CUS048,CanTho,3565890,Success,2026-07-10,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
,CUS035,DaNang,557930,success,2026-03-12,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
161,CUS032,HaiPhong,724795,pending,2026-07-08,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
207,CUS017,HCM,865070,Failed,2026-01-11,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
188,CUS042,HCM,677704,success,2026-03-28,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
93,CUS020,HCM,1720422,SUCCESS,2026-03-04,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
152,CUS040,Hanoi,882431,FAILED,2026-06-10,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
115,CUS049,HaiPhong,2384185,cancelled,2026-03-06,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
94,CUS031,CanTho,660927,Success,2026-05-28,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
228,CUS039,HCM,0,SUCCESS,2026-03-12,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
15,CUS036,HCM,2770280,CANCELLED,2026-02-28,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
116,CUS006,HaiPhong,212598,PENDING,2026-09-01,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
54,CUS005,HCM,3437114,Success,2026-03-05,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
82,CUS039,CanTho,1020107,Success,2026-02-18,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
52,CUS004,CanTho,4049591,Success,2026-02-10,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
175,CUS006,HCM,1001780,SUCCESS,2026-06-15,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
206,CUS015,CanTho,3005482,SUCCESS,2026-06-08,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
223,CUS007,HaiPhong,-50000,SUCCESS,2026-08-31,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
149,CUS010,CanTho,2598757,SUCCESS,2026-01-31,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
120,CUS014,HaiPhong,2199527,CANCELLED,2026-06-05,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
59,CUS030,CanTho,4772732,FAILED,2026-05-18,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
3,CUS002,Hanoi,1884068,Success,2026-01-07,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
192,CUS019,HCM,808156,SUCCESS,2026-07-14,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
6,CUS010,HCM,2873559,success,2026-01-25,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
184,CUS021,HaiPhong,3247998,Success,2026-07-22,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
51,CUS004,CanTho,4598263,success,2026-01-15,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
10,CUS003,HCM,2477562,FAILED,2026-08-10,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
46,CUS036,Hanoi,474365,Pending,2026-08-03,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
86,CUS020,CanTho,2644467,pending,2026-04-14,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
195,CUS024,HaiPhong,1271127,success,2026-05-25,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
65,CUS022,HCM,2264457,success,2026-08-20,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
137,CUS015,HaiPhong,2090991,Success,2026-04-05,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
210,CUS009,CanTho,3119035,success,2026-08-01,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
181,CUS032,HCM,3795911,success,2026-03-27,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
49,CUS017,HaiPhong,2442843,Success,2026-07-20,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
17,CUS037,DaNang,1833640,pending,2026-08-15,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
23,CUS034,DaNang,4690795,FAILED,2026-06-24,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
139,CUS022,DaNang,3856291,success,2026-03-01,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
,CUS015,DaNang,1287774,Success,2026-01-01,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
64,CUS036,HCM,2334622,SUCCESS,2026-07-03,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
203,CUS019,DaNang,234042,Failed,2026-04-12,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
,CUS013,Hanoi,3864445,SUCCESS,2026-06-19,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
42,CUS028,HaiPhong,3967686,FAILED,2026-06-22,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
38,CUS005,Hanoi,2821835,SUCCESS,2026-03-13,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
33,CUS034,CanTho,3599538,Failed,2026-07-13,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
98,CUS008,HaiPhong,1168529,Cancelled,2026-05-16,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
168,CUS019,HaiPhong,4664544,SUCCESS,2026-03-22,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
99,CUS036,CanTho,2711688,failed,2026-06-06,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
201,CUS017,HaiPhong,2584380,success,2026-08-07,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
39,CUS043,HaiPhong,1847148,Success,2026-08-28,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
209,CUS006,DaNang,2790718,PENDING,2026-02-21,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
1,CUS041,Hanoi,259805,PENDING,2026-02-27,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
187,CUS034,HaiPhong,178744,pending,2026-08-11,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
77,CUS020,HCM,1920018,SUCCESS,2026-04-13,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
127,CUS028,DaNang,3906573,pending,2026-02-15,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
102,CUS041,DaNang,4422979,SUCCESS,2026-03-12,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
57,CUS043,DaNang,2052242,SUCCESS,2026-06-21,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
12,CUS024,DaNang,1807472,Pending,2026-08-28,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
79,CUS042,CanTho,3402745,Pending,2026-03-26,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
186,CUS038,DaNang,891919,failed,2026-01-26,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
73,CUS016,HCM,1535222,FAILED,2026-02-15,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
29,CUS001,CanTho,2769218,SUCCESS,2026-08-26,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
,CUS012,DaNang,489554,SUCCESS,2026-07-09,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
89,CUS001,DaNang,2456806,Success,2026-06-05,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
197,CUS025,CanTho,2070226,Success,2026-02-06,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
132,CUS002,HaiPhong,2776416,SUCCESS,2026-04-01,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
162,CUS021,CanTho,2150238,SUCCESS,2026-09-04,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
153,CUS014,DaNang,731049,SUCCESS,2026-05-22,file:///C:/Users/ADMIN/Downloads/pyspark-orders-repo%20(1)/pyspark-orders-repo/orders.csv,2026-09-10T09:31:12.799+07:00
